"","data/Exp2_A_Sample_1","data/Exp2_A_Sample_2","data/Exp2_B_Sample_1","data/Exp2_B_Sample_2","data/Exp2_C_Sample_1","data/Exp2_C_Sample_2"
"ENSG00000004494",0,0,3,0,0,0
"ENSG00000004495",3,5,4,9,5,20
"ENSG00000004496",30,81,63,59,37,37
"ENSG00000004497",0,0,0,0,0,0
"ENSG00000004498",0,0,0,0,0,0
"ENSG00000004499",49,140,50,63,25,80
"ENSG00000004500",3,1,3,0,0,1
"ENSG00000004501",6,4,2,11,3,2
"ENSG00000004502",0,0,0,0,0,0
"ENSG00000004503",0,0,0,0,0,0
"ENSG00000004504",24,44,24,34,45,30
"ENSG00000004505",60,136,140,156,104,96
"ENSG00000004506",5,29,4,7,5,18
"ENSG00000004507",0,0,0,1,0,1
"ENSG00000004508",3,15,28,28,16,11
"ENSG00000004509",1,9,10,5,9,10
"ENSG00000004510",4,1,0,3,1,0
"ENSG00000004511",1,3,3,4,0,2
"ENSG00000004512",451,341,535,878,358,755
"ENSG00000004513",0,1,2,0,1,2
"ENSG00000004514",21,26,43,47,20,16
"ENSG00000004515",0,1,0,1,0,1
"ENSG00000004516",49,119,154,132,45,29
"ENSG00000004517",1,0,0,0,2,0
"ENSG00000004518",23,109,88,32,17,33
"ENSG00000004519",716,1257,496,1347,1329,622
"ENSG00000004520",419,547,737,597,226,513
"ENSG00000004521",14,31,13,11,6,8
"ENSG00000004522",6,2,2,2,7,3
"ENSG00000004523",7,8,0,6,0,2
"ENSG00000004524",11,37,29,27,9,27
"ENSG00000004525",24,21,14,17,10,8
"ENSG00000004526",7,42,33,48,34,16
"ENSG00000004527",319,139,461,225,541,380
"ENSG00000004528",34,22,16,23,11,22
"ENSG00000004529",0,0,0,0,0,2
"ENSG00000004530",11,22,14,7,7,5
"ENSG00000004531",12,40,23,9,52,42
"ENSG00000004532",0,0,0,0,0,0
"ENSG00000004533",0,0,0,0,0,0
"ENSG00000004534",0,0,0,0,1,0
"ENSG00000004535",0,2,3,2,5,3
"ENSG00000004536",3,7,13,7,13,8
"ENSG00000004537",199,125,142,92,133,65
"ENSG00000004538",0,0,0,0,0,0
"ENSG00000004539",1,4,13,3,7,3
"ENSG00000004540",1,4,5,6,1,3
"ENSG00000004541",4,16,7,34,9,17
"ENSG00000004542",0,0,0,0,0,0
"ENSG00000004543",17,38,12,5,16,12
"ENSG00000004544",1,0,1,0,1,1
"ENSG00000004545",1,0,0,1,1,3
"ENSG00000004546",1,3,1,1,1,3
"ENSG00000004547",0,3,0,0,0,0
"ENSG00000004548",0,0,0,0,0,0
"ENSG00000004549",0,0,0,1,0,0
"ENSG00000004550",233,230,480,219,210,192
"ENSG00000004551",35,38,68,60,63,24
"ENSG00000004552",1,9,1,0,2,1
"ENSG00000004553",16,212,116,96,105,72
"ENSG00000004554",1,4,8,6,4,5
"ENSG00000004555",1,7,5,2,2,5
"ENSG00000004556",51,123,110,58,41,132
"ENSG00000004557",0,0,0,0,0,0
"ENSG00000004558",0,0,0,0,1,1
"ENSG00000004559",0,0,1,0,1,0
"ENSG00000004560",20,16,44,11,26,21
"ENSG00000004561",1,2,4,2,1,3
"ENSG00000004562",9,38,27,30,34,22
"ENSG00000004563",5,20,7,3,5,4
"ENSG00000004564",191,628,122,293,239,76
"ENSG00000004565",2,2,1,2,0,3
"ENSG00000004566",0,1,0,0,2,0
"ENSG00000004567",7,39,9,14,20,18
"ENSG00000004568",5,19,15,18,14,4
"ENSG00000004569",1,1,0,1,0,1
"ENSG00000004570",1,8,3,6,3,5
"ENSG00000004571",1,1,0,2,0,0
"ENSG00000004572",27,24,32,29,51,25
"ENSG00000004573",1,9,4,2,3,5
"ENSG00000004574",16,40,10,32,24,14
"ENSG00000004575",21,37,75,54,25,51
"ENSG00000004576",8,13,8,13,31,12
"ENSG00000004577",105,174,45,93,54,239
"ENSG00000004578",1,2,2,1,2,3
"ENSG00000004579",17,32,10,11,17,16
"ENSG00000004580",107,78,38,103,33,69
"ENSG00000004581",0,0,0,0,0,0
"ENSG00000004582",0,0,0,0,0,0
"ENSG00000004583",4,6,5,1,3,3
"ENSG00000004584",2,3,4,1,4,5
"ENSG00000004585",0,0,0,0,1,1
"ENSG00000004586",5,6,11,7,5,6
"ENSG00000004587",8,5,15,17,9,9
"ENSG00000004588",0,0,0,2,0,0
"ENSG00000004589",1,0,0,0,0,0
"ENSG00000004590",100,68,25,97,74,74
"ENSG00000004591",388,1627,1082,1904,809,1243
"ENSG00000004592",13,17,3,17,9,2
"ENSG00000004593",2,1,0,0,2,3
"ENSG00000004594",0,0,3,1,0,1
"ENSG00000004595",6,16,1,9,3,6
"ENSG00000004596",1,1,0,1,1,0
"ENSG00000004597",0,0,1,1,0,0
"ENSG00000004598",6,23,15,13,4,17
"ENSG00000004599",25,41,78,43,33,70
"ENSG00000004600",26,66,56,79,58,30
"ENSG00000004601",0,1,0,3,2,0
"ENSG00000004602",3,3,6,7,0,12
"ENSG00000004603",53,71,32,23,32,34
"ENSG00000004604",2,1,1,0,0,0
"ENSG00000004605",6,12,10,8,7,5
"ENSG00000004606",39,30,17,13,13,31
"ENSG00000004607",2,2,1,7,4,2
"ENSG00000004608",6,5,14,14,10,6
"ENSG00000004609",7,8,8,8,4,5
"ENSG00000004610",4,5,1,2,9,2
"ENSG00000004611",0,0,4,4,1,4
"ENSG00000004612",1,5,7,1,5,0
"ENSG00000004613",0,2,1,1,0,3
"ENSG00000004614",0,1,0,1,0,0
"ENSG00000004615",1,0,0,0,1,1
"ENSG00000004616",36,22,15,13,11,14
"ENSG00000004617",15,90,50,34,47,42
"ENSG00000004618",3,27,23,30,10,21
"ENSG00000004619",3,6,2,9,12,5
"ENSG00000004620",1477,2338,2007,1934,1558,1549
"ENSG00000004621",273,560,617,200,438,625
"ENSG00000004622",117,80,25,122,105,102
"ENSG00000004623",570,474,423,537,427,272
"ENSG00000004624",187,215,136,145,204,130
"ENSG00000004625",5,9,13,12,19,8
"ENSG00000004626",2,6,2,1,4,3
"ENSG00000004627",8,7,15,12,10,16
"ENSG00000004628",111,188,88,143,148,161
"ENSG00000004629",1,0,2,0,0,0
"ENSG00000004630",0,1,0,2,1,1
"ENSG00000004631",1,10,9,9,4,18
"ENSG00000004632",0,0,1,0,0,1
"ENSG00000004633",77,206,83,120,147,38
"ENSG00000004634",4,0,1,5,1,4
"ENSG00000004635",375,315,484,447,273,265
"ENSG00000004636",0,1,3,1,1,0
"ENSG00000004637",9,38,19,20,38,22
"ENSG00000004638",2,10,15,2,6,8
"ENSG00000004639",10,13,4,15,11,3
"ENSG00000004640",0,0,1,3,1,1
"ENSG00000004641",2,0,1,0,1,1
"ENSG00000004642",0,4,7,3,0,3
"ENSG00000004643",1,1,1,0,0,0
"ENSG00000004644",2,1,0,1,1,0
"ENSG00000004645",0,1,0,1,0,0
"ENSG00000004646",0,1,0,0,0,0
"ENSG00000004647",0,1,0,0,1,1
"ENSG00000004648",0,0,0,0,0,0
"ENSG00000004649",3,0,6,2,5,1
"ENSG00000004650",0,0,0,0,0,0
"ENSG00000004651",101,140,61,64,77,102
"ENSG00000004652",20,26,8,19,27,16
"ENSG00000004653",39,34,17,24,65,28
"ENSG00000004654",2,0,1,0,0,0
"ENSG00000004655",0,2,3,0,1,0
"ENSG00000004656",0,0,0,0,0,0
"ENSG00000004657",2,2,0,1,5,0
"ENSG00000004658",1,0,0,3,2,1
"ENSG00000004659",1,1,2,0,0,1
"ENSG00000004660",64,72,52,83,73,79
"ENSG00000004661",1,0,0,1,0,1
"ENSG00000004662",18,25,21,44,11,3
"ENSG00000004663",0,0,0,2,0,0
"ENSG00000004664",2,0,0,0,0,0
"ENSG00000004665",0,0,2,0,0,1
"ENSG00000004666",0,0,0,0,1,0
"ENSG00000004667",0,0,0,0,0,0
"ENSG00000004668",33,62,29,24,23,104
"ENSG00000004669",6,16,20,17,9,7
"ENSG00000004670",18,35,5,17,25,50
"ENSG00000004671",50,30,20,51,62,41
"ENSG00000004672",123,420,661,101,198,332
"ENSG00000004673",0,0,1,0,0,1
"ENSG00000004674",34,53,19,56,46,19
"ENSG00000004675",0,0,1,1,2,0
"ENSG00000004676",3,15,4,8,4,5
"ENSG00000004677",7,2,7,9,5,4
"ENSG00000004678",1,0,0,1,0,0
"ENSG00000004679",2,1,0,0,0,0
"ENSG00000004680",19,11,31,22,21,9
"ENSG00000004681",0,0,0,0,0,0
"ENSG00000004682",12,48,12,23,9,12
"ENSG00000004683",35,26,92,80,54,77
"ENSG00000004684",44,96,91,73,56,186
"ENSG00000004685",61,78,25,45,17,23
"ENSG00000004686",4,3,1,3,8,6
"ENSG00000004687",17,12,15,30,11,22
"ENSG00000004688",83,62,78,61,43,75
"ENSG00000004689",161,341,135,281,242,156
"ENSG00000004690",12,15,8,12,6,6
"ENSG00000004691",0,3,0,1,2,0
"ENSG00000004692",1,0,2,2,0,1
"ENSG00000004693",212,464,204,328,261,178
"ENSG00000004694",14,77,48,14,31,30
"ENSG00000004695",209,340,71,126,157,181
"ENSG00000004696",8,18,33,26,23,18
"ENSG00000004697",0,0,1,0,3,0
"ENSG00000004698",12,9,5,9,8,6
"ENSG00000004699",45,75,78,78,105,43
"ENSG00000004700",2,4,6,1,6,2
"ENSG00000004701",1,1,0,0,0,0
"ENSG00000004702",0,0,0,0,0,0
"ENSG00000004703",90,44,294,46,218,140
"ENSG00000004704",16,10,10,9,4,11
"ENSG00000004705",25,27,44,10,28,42
"ENSG00000004706",10,12,10,27,17,7
"ENSG00000004707",43,39,27,29,57,37
"ENSG00000004708",5,5,3,6,1,3
"ENSG00000004709",1344,2089,1021,470,2851,787
"ENSG00000004710",10,8,12,17,3,4
"ENSG00000004711",5,4,11,5,12,9
"ENSG00000004712",1,0,0,0,0,0
"ENSG00000004713",1,0,0,3,1,0
"ENSG00000004714",1,1,0,1,2,0
"ENSG00000004715",6,6,13,3,8,13
"ENSG00000004716",0,0,0,0,0,0
"ENSG00000004717",2,2,2,1,0,1
"ENSG00000004718",0,0,0,0,0,0
"ENSG00000004719",1,0,0,0,0,1
"ENSG00000004720",72,318,70,446,202,17
"ENSG00000004721",1,0,0,1,0,0
"ENSG00000004722",1,1,0,0,1,0
"ENSG00000004723",79,88,140,101,131,258
"ENSG00000004724",53,126,76,62,107,61
"ENSG00000004725",13,35,8,22,15,4
"ENSG00000004726",514,567,402,834,348,389
"ENSG00000004727",11,26,18,14,5,10
"ENSG00000004728",594,1979,1250,1147,491,862
"ENSG00000004729",12,62,34,31,30,29
"ENSG00000004730",0,0,0,0,0,0
"ENSG00000004731",8,8,11,6,4,7
"ENSG00000004732",2,1,1,0,0,1
"ENSG00000004733",0,0,0,1,0,0
"ENSG00000004734",30,39,51,33,46,63
"ENSG00000004735",28,34,12,50,33,37
"ENSG00000004736",107,73,43,80,40,43
"ENSG00000004737",6,9,13,10,11,2
"ENSG00000004738",0,1,1,1,1,0
"ENSG00000004739",0,0,0,0,1,1
"ENSG00000004740",72,36,48,70,90,84
"ENSG00000004741",139,400,132,184,110,92
"ENSG00000004742",1,12,4,10,1,3
"ENSG00000004743",0,0,1,1,1,0
"ENSG00000004744",0,0,2,1,0,1
"ENSG00000004745",5,8,11,17,11,9
"ENSG00000004746",1,4,5,14,1,6
"ENSG00000004747",37,105,95,129,95,60
"ENSG00000004748",0,0,0,0,0,0
"ENSG00000004749",181,180,181,163,200,105
"ENSG00000004750",39,80,104,41,27,86
"ENSG00000004751",6,52,55,48,11,25
"ENSG00000004752",32,28,2,12,13,17
"ENSG00000004753",9,16,13,4,2,13
"ENSG00000004754",0,1,0,0,1,1
"ENSG00000004755",3,2,7,1,8,3
"ENSG00000004756",25,31,16,48,35,82
"ENSG00000004757",1,2,0,0,0,0
"ENSG00000004758",25,28,36,31,6,10
"ENSG00000004759",165,253,242,288,175,240
"ENSG00000004760",2,12,8,15,7,14
"ENSG00000004761",350,303,363,492,229,430
"ENSG00000004762",0,2,1,2,0,3
"ENSG00000004763",0,0,0,0,0,2
"ENSG00000004764",1,2,3,1,0,2
"ENSG00000004765",23,58,9,14,11,16
"ENSG00000004766",1,0,0,1,2,0
"ENSG00000004767",3,0,0,2,1,0
"ENSG00000004768",33,53,33,37,9,25
"ENSG00000004769",0,0,0,0,0,0
"ENSG00000004770",0,0,0,1,0,0
"ENSG00000004771",25,19,30,38,22,18
"ENSG00000004772",2,4,5,2,3,7
"ENSG00000004773",13,7,9,30,13,17
"ENSG00000004774",171,155,122,75,145,97
"ENSG00000004775",1,0,0,0,0,1
"ENSG00000004776",0,0,0,0,0,0
"ENSG00000004777",0,0,0,0,1,1
"ENSG00000004778",25,22,17,12,29,18
"ENSG00000004779",100,181,63,63,94,193
"ENSG00000004780",31,19,24,32,21,30
"ENSG00000004781",0,0,1,0,0,0
"ENSG00000004782",0,2,1,4,5,2
"ENSG00000004783",18,24,10,9,14,8
"ENSG00000004784",2,0,0,0,0,1
"ENSG00000004785",0,1,0,1,0,1
"ENSG00000004786",8,6,10,8,4,9
"ENSG00000004787",92,126,70,66,102,45
"ENSG00000004788",109,410,376,167,399,309
"ENSG00000004789",21,131,62,51,50,53
"ENSG00000004790",6,6,17,15,5,29
"ENSG00000004791",0,0,1,1,0,0
"ENSG00000004792",0,0,1,1,0,0
"ENSG00000004793",37,92,40,119,31,24
"ENSG00000004794",10,14,21,11,19,13
"ENSG00000004795",34,108,93,72,44,143
"ENSG00000004796",14,19,21,12,3,23
"ENSG00000004797",0,0,0,0,0,0
"ENSG00000004798",229,282,180,110,181,198
"ENSG00000004799",0,1,2,2,0,0
"ENSG00000004800",94,100,126,112,175,61
"ENSG00000004801",4,0,4,1,1,3
"ENSG00000004802",23,42,19,31,6,58
"ENSG00000004803",1,1,0,0,0,0
"ENSG00000004804",1,1,1,1,0,1
"ENSG00000004805",72,166,61,92,86,215
"ENSG00000004806",78,53,121,69,63,97
"ENSG00000004807",116,147,183,138,207,136
"ENSG00000004808",0,0,1,0,0,0
"ENSG00000004809",0,0,0,0,0,0
"ENSG00000004810",129,286,168,72,195,73
"ENSG00000004811",10,10,16,13,11,5
"ENSG00000004812",38,79,29,133,60,117
"ENSG00000004813",275,258,85,242,260,264
"ENSG00000004814",0,1,3,2,3,2
"ENSG00000004815",0,2,1,0,0,1
"ENSG00000004816",4,9,57,54,64,24
"ENSG00000004817",8,24,13,15,7,20
"ENSG00000004818",2,1,2,0,0,0
"ENSG00000004819",1,2,0,3,3,0
"ENSG00000004820",44,45,98,82,76,28
"ENSG00000004821",69,73,81,86,66,36
"ENSG00000004822",0,0,1,0,0,0
"ENSG00000004823",0,1,0,1,0,0
"ENSG00000004824",16,82,31,67,38,75
"ENSG00000004825",2,0,0,0,1,0
"ENSG00000004826",8,12,28,14,21,20
"ENSG00000004827",0,1,0,0,1,0
"ENSG00000004828",0,0,1,0,2,0
"ENSG00000004829",32,50,12,56,24,33
"ENSG00000004830",0,1,0,2,0,2
"ENSG00000004831",56,72,81,57,56,135
"ENSG00000004832",0,0,0,0,0,0
"ENSG00000004833",15,56,69,32,8,44
"ENSG00000004834",1,1,0,0,0,1
"ENSG00000004835",1,0,0,0,0,0
"ENSG00000004836",3,3,5,2,4,5
"ENSG00000004837",132,173,192,231,144,115
"ENSG00000004838",18,15,9,22,19,23
"ENSG00000004839",9,4,3,3,1,7
"ENSG00000004840",1,0,0,0,0,1
"ENSG00000004841",0,0,0,1,0,1
"ENSG00000004842",283,304,432,257,379,182
"ENSG00000004843",1,0,0,0,0,0
"ENSG00000004844",1,1,1,1,2,0
"ENSG00000004845",1,1,0,0,1,0
"ENSG00000004846",0,1,0,0,1,0
"ENSG00000004847",0,0,2,1,1,0
"ENSG00000004848",18,33,27,22,30,16
"ENSG00000004849",9,64,16,32,19,23
"ENSG00000004850",0,0,0,0,2,2
"ENSG00000004851",0,2,0,1,0,0
"ENSG00000004852",2399,2931,3523,1894,4919,2770
"ENSG00000004853",25,22,40,11,14,23
"ENSG00000004854",0,0,0,0,0,0
"ENSG00000004855",568,607,172,859,774,633
"ENSG00000004856",18,17,13,7,11,7
"ENSG00000004857",1,0,0,0,0,0
"ENSG00000004858",203,122,141,205,273,615
"ENSG00000004859",8,21,12,5,12,23
"ENSG00000004860",0,1,1,0,0,0
"ENSG00000004861",1,1,1,0,2,0
"ENSG00000004862",0,4,2,4,0,0
"ENSG00000004863",10,57,30,72,42,61
"ENSG00000004864",1,1,1,1,0,0
"ENSG00000004865",0,0,0,0,0,0
"ENSG00000004866",9,3,6,19,8,13
"ENSG00000004867",53,38,36,105,57,77
"ENSG00000004868",11,18,8,20,14,29
"ENSG00000004869",1,1,2,2,2,0
"ENSG00000004870",0,0,0,1,1,1
"ENSG00000004871",1,0,0,1,1,0
"ENSG00000004872",0,0,0,0,0,0
"ENSG00000004873",13,38,59,32,52,18
"ENSG00000004874",6,9,5,4,3,6
"ENSG00000004875",0,0,0,1,0,1
"ENSG00000004876",41,47,36,98,66,69
"ENSG00000004877",158,228,140,271,236,281
"ENSG00000004878",1,0,1,0,0,0
"ENSG00000004879",41,48,42,68,69,51
"ENSG00000004880",275,178,305,146,303,200
"ENSG00000004881",0,0,1,1,2,0
"ENSG00000004882",2,7,9,0,7,6
"ENSG00000004883",1,0,0,0,1,0
"ENSG00000004884",46,93,101,63,106,69
"ENSG00000004885",39,70,33,23,63,56
"ENSG00000004886",0,0,0,0,0,0
"ENSG00000004887",1,1,1,1,0,0
"ENSG00000004888",235,158,264,335,319,262
"ENSG00000004889",0,1,1,3,3,0
"ENSG00000004890",0,2,1,0,1,0
"ENSG00000004891",0,0,0,0,0,0
"ENSG00000004892",0,0,0,0,0,0
"ENSG00000004893",1,0,0,0,0,0
"ENSG00000004894",0,0,0,0,0,1
"ENSG00000004895",48,85,155,73,56,60
"ENSG00000004896",1147,817,2065,1288,456,971
"ENSG00000004897",0,1,0,1,2,0
"ENSG00000004898",5,5,6,2,11,5
"ENSG00000004899",1,0,2,0,0,0
"ENSG00000004900",0,1,0,0,1,0
"ENSG00000004901",19,29,35,44,45,96
"ENSG00000004902",2,4,7,2,16,4
"ENSG00000004903",1,1,1,2,0,1
"ENSG00000004904",4,3,5,9,9,13
"ENSG00000004905",0,1,0,0,1,0
"ENSG00000004906",3,3,2,2,3,2
"ENSG00000004907",11,32,31,45,34,34
"ENSG00000004908",3,11,25,4,9,2
"ENSG00000004909",2,3,3,4,3,5
"ENSG00000004910",59,138,69,149,91,100
"ENSG00000004911",0,1,0,0,0,0
"ENSG00000004912",1,1,1,0,1,0
"ENSG00000004913",526,473,367,330,168,430
"ENSG00000004914",20,20,33,38,36,19
"ENSG00000004915",0,1,2,1,2,0
"ENSG00000004916",0,0,0,0,0,0
"ENSG00000004917",246,291,101,338,225,529
"ENSG00000004918",54,88,65,71,144,83
"ENSG00000004919",0,0,0,0,0,0
"ENSG00000004920",32,109,66,61,55,24
"ENSG00000004921",161,192,136,206,98,52
"ENSG00000004922",5,19,7,3,25,11
"ENSG00000004923",3,2,10,0,3,0
"ENSG00000004924",115,205,132,119,110,96
"ENSG00000004925",2,1,0,1,0,0
"ENSG00000004926",0,1,3,0,2,1
"ENSG00000004927",4,9,14,17,4,3
"ENSG00000004928",2,2,1,7,0,3
"ENSG00000004929",2,3,4,6,3,4
"ENSG00000004930",5,1,9,6,5,5
"ENSG00000004931",53,85,182,98,74,145
"ENSG00000004932",96,74,106,67,132,70
"ENSG00000004933",18,38,9,16,28,9
"ENSG00000004934",0,0,0,0,0,0
"ENSG00000004935",0,1,0,0,0,2
"ENSG00000004936",0,1,0,0,0,1
"ENSG00000004937",36,96,60,27,44,22
"ENSG00000004938",51,85,46,78,57,145
"ENSG00000004939",50,120,49,30,106,134
"ENSG00000004940",5,5,8,2,10,3
"ENSG00000004941",5,10,6,9,11,5
"ENSG00000004942",4,2,5,3,3,1
"ENSG00000004943",1432,567,1322,1863,733,951
"ENSG00000004944",0,0,0,0,0,0
"ENSG00000004945",248,350,102,151,210,208
"ENSG00000004946",0,1,0,1,2,0
"ENSG00000004947",0,0,0,0,0,0
"ENSG00000004948",62,150,185,37,112,69
"ENSG00000004949",0,2,1,0,0,0
"ENSG00000004950",3,0,1,3,0,0
"ENSG00000004951",0,1,1,0,0,0
"ENSG00000004952",33,48,32,15,83,60
"ENSG00000004953",12,12,31,13,19,19
"ENSG00000004954",1,2,1,0,0,0
"ENSG00000004955",1,0,2,0,0,0
"ENSG00000004956",1,0,0,1,0,3
"ENSG00000004957",1,0,1,0,0,0
"ENSG00000004958",1,1,1,1,1,1
"ENSG00000004959",0,8,0,1,2,2
"ENSG00000004960",5,9,6,5,6,3
"ENSG00000004961",0,0,1,0,1,0
"ENSG00000004962",0,0,1,0,0,0
"ENSG00000004963",3,5,1,2,4,0
"ENSG00000004964",18,16,28,12,10,40
"ENSG00000004965",9,24,15,43,14,8
"ENSG00000004966",22,43,31,27,81,39
"ENSG00000004967",1,0,0,0,1,0
"ENSG00000004968",0,0,0,0,0,0
"ENSG00000004969",84,503,210,231,100,211
"ENSG00000004970",12,14,8,3,7,2
"ENSG00000004971",55,329,87,142,124,81
"ENSG00000004972",0,0,0,0,0,0
"ENSG00000004973",7,12,5,5,7,0
"ENSG00000004974",3,8,2,3,3,3
"ENSG00000004975",2,0,0,0,0,1
"ENSG00000004976",5,22,9,24,31,12
"ENSG00000004977",43,47,42,56,22,47
"ENSG00000004978",4,5,7,6,7,9
"ENSG00000004979",63,57,64,58,76,180
"ENSG00000004980",1,0,1,0,0,3
"ENSG00000004981",0,2,2,2,0,1
"ENSG00000004982",1,3,0,1,0,0
"ENSG00000004983",0,1,0,0,0,2
"ENSG00000004984",2,16,10,15,8,5
"ENSG00000004985",111,97,82,116,139,171
"ENSG00000004986",68,211,199,143,152,143
"ENSG00000004987",0,0,0,0,0,0
"ENSG00000004988",555,470,676,687,1168,1011
"ENSG00000004989",75,217,38,137,22,60
"ENSG00000004990",9,4,4,3,2,3
"ENSG00000004991",19,26,21,38,27,20
"ENSG00000004992",0,0,0,0,0,0
"ENSG00000004993",4,29,17,31,35,25
"ENSG00000004994",374,550,200,217,216,159
"ENSG00000004995",52,27,36,60,63,20
"ENSG00000004996",7,24,10,8,12,18
"ENSG00000004997",67,137,63,107,53,132
"ENSG00000004998",53,96,71,82,48,92
"ENSG00000004999",17,32,20,20,10,34
"ENSG00000005000",44,42,147,163,69,85
"ENSG00000005001",11,29,18,11,19,25
"ENSG00000005002",10,23,30,11,21,17
"ENSG00000005003",17,9,24,36,40,33
"ENSG00000005004",1,0,0,1,1,0
"ENSG00000005005",1,1,0,0,0,0
"ENSG00000005006",5,15,15,12,17,14
"ENSG00000005007",0,0,0,3,1,1
"ENSG00000005008",3,14,15,16,13,2
"ENSG00000005009",22,42,9,50,43,21
"ENSG00000005010",1,0,1,0,1,0
"ENSG00000005011",20,37,62,39,11,30
"ENSG00000005012",1,6,5,0,7,1
"ENSG00000005013",5,37,17,33,16,19
"ENSG00000005014",12,5,25,15,17,11
"ENSG00000005015",184,220,237,221,79,159
"ENSG00000005016",0,0,0,0,0,0
"ENSG00000005017",85,79,50,83,49,16
"ENSG00000005018",31,41,28,19,10,15
"ENSG00000005019",35,81,57,50,66,43
"ENSG00000005020",0,0,2,1,1,0
"ENSG00000005021",1,1,2,0,0,2
"ENSG00000005022",11,2,8,4,1,5
"ENSG00000005023",22,22,25,90,34,56
"ENSG00000005024",3,8,2,9,9,9
"ENSG00000005025",0,0,0,1,2,1
"ENSG00000005026",2,6,4,12,10,5
"ENSG00000005027",0,0,0,0,0,0
"ENSG00000005028",53,226,125,129,63,120
"ENSG00000005029",0,1,0,0,1,0
"ENSG00000005030",1,0,1,0,2,0
"ENSG00000005031",30,29,19,17,56,45
"ENSG00000005032",8,18,9,28,10,6
"ENSG00000005033",5,4,6,8,2,6
"ENSG00000005034",1,0,0,0,0,0
"ENSG00000005035",23,35,30,12,14,24
"ENSG00000005036",0,12,6,4,9,8
"ENSG00000005037",1748,404,1316,1917,662,2440
"ENSG00000005038",1,0,2,1,0,1
"ENSG00000005039",13,22,19,35,36,31
"ENSG00000005040",2,5,1,8,4,4
"ENSG00000005041",325,299,160,72,199,107
"ENSG00000005042",117,470,368,104,153,238
"ENSG00000005043",20,23,39,31,34,29
"ENSG00000005044",253,293,197,255,175,177
"ENSG00000005045",56,61,103,87,93,141
"ENSG00000005046",15,18,13,19,9,29
"ENSG00000005047",140,1186,932,363,784,337
"ENSG00000005048",16,36,21,44,21,11
"ENSG00000005049",0,0,1,1,0,1
"ENSG00000005050",6,6,1,6,1,5
"ENSG00000005051",2,0,0,1,1,0
"ENSG00000005052",0,1,0,1,0,0
"ENSG00000005053",0,0,1,1,1,1
"ENSG00000005054",0,0,0,0,0,0
"ENSG00000005055",20,25,30,27,18,28
"ENSG00000005056",0,0,0,1,0,1
"ENSG00000005057",35,66,54,31,39,41
"ENSG00000005058",0,0,0,0,0,0
"ENSG00000005059",0,1,0,0,1,0
"ENSG00000005060",5,1,5,6,1,4
"ENSG00000005061",338,267,338,614,611,755
"ENSG00000005062",6272,6608,7392,5137,3882,5049
"ENSG00000005063",0,0,0,0,0,0
"ENSG00000005064",2,0,0,0,0,2
"ENSG00000005065",17,28,9,6,4,17
"ENSG00000005066",14,43,43,61,11,33
"ENSG00000005067",26,55,26,40,23,31
"ENSG00000005068",0,0,1,0,0,0
"ENSG00000005069",39,91,54,133,167,68
"ENSG00000005070",9,21,21,5,26,21
"ENSG00000005071",0,0,2,0,0,0
"ENSG00000005072",20,28,23,19,4,23
"ENSG00000005073",0,0,2,1,0,1
"ENSG00000005074",1,0,0,0,0,0
"ENSG00000005075",0,0,0,0,0,0
"ENSG00000005076",131,146,52,137,104,52
"ENSG00000005077",5,32,5,10,14,12
"ENSG00000005078",4,18,5,12,20,14
"ENSG00000005079",0,1,0,1,0,0
"ENSG00000005080",0,2,0,0,0,0
"ENSG00000005081",22,30,20,42,19,26
"ENSG00000005082",10,10,6,12,12,1
"ENSG00000005083",1,1,0,1,0,0
"ENSG00000005084",0,1,0,1,0,0
"ENSG00000005085",5,2,5,4,3,3
"ENSG00000005086",1,1,1,0,1,2
"ENSG00000005087",0,1,0,0,1,0
"ENSG00000005088",7,10,7,18,5,22
"ENSG00000005089",0,0,0,0,0,1
"ENSG00000005090",0,0,0,0,0,0
"ENSG00000005091",0,0,2,0,0,0
"ENSG00000005092",1286,1411,1430,1912,2020,1110
"ENSG00000005093",3,0,0,0,1,1
"ENSG00000005094",1,1,0,0,3,2
"ENSG00000005095",29,24,11,18,32,49
"ENSG00000005096",356,1012,518,212,513,322
"ENSG00000005097",1,11,9,6,11,3
"ENSG00000005098",73,56,55,51,92,106
"ENSG00000005099",81,80,90,123,46,81
"ENSG00000005100",0,0,1,3,0,0
"ENSG00000005101",0,1,2,1,2,0
"ENSG00000005102",9,19,15,9,9,12
"ENSG00000005103",442,285,423,211,405,335
"ENSG00000005104",2,1,0,0,0,4
"ENSG00000005105",1,0,0,0,0,0
"ENSG00000005106",3,3,13,14,8,11
"ENSG00000005107",5,7,7,9,4,4
"ENSG00000005108",1,10,1,5,4,3
"ENSG00000005109",760,1208,876,1850,1418,1139
"ENSG00000005110",0,0,0,0,0,0
"ENSG00000005111",0,1,0,3,1,0
"ENSG00000005112",0,0,1,2,1,4
"ENSG00000005113",8,6,5,1,4,3
"ENSG00000005114",139,476,499,328,335,139
"ENSG00000005115",117,498,336,123,156,145
"ENSG00000005116",88,180,19,39,71,83
"ENSG00000005117",1,0,1,0,0,1
"ENSG00000005118",31,110,51,78,69,97
"ENSG00000005119",9,8,21,7,11,6
"ENSG00000005120",223,599,574,499,380,416
"ENSG00000005121",217,772,277,191,373,557
"ENSG00000005122",8,11,9,11,6,6
