"","data/Exp1_A_Sample_1","data/Exp1_A_Sample_2","data/Exp1_B_Sample_1","data/Exp1_B_Sample_2","data/Exp1_C_Sample_1","data/Exp1_C_Sample_2"
"ENSG00000004892",429,229,135,337,497,274
"ENSG00000004893",1,0,0,3,0,2
"ENSG00000004894",2,0,2,0,0,0
"ENSG00000004895",5,12,9,28,16,15
"ENSG00000004896",477,592,563,118,282,102
"ENSG00000004897",0,0,0,0,0,0
"ENSG00000004898",0,0,0,1,0,0
"ENSG00000004899",1,0,0,1,0,0
"ENSG00000004900",0,0,0,0,0,0
"ENSG00000004901",50,181,150,99,143,160
"ENSG00000004902",2,6,1,7,4,2
"ENSG00000004903",44,39,21,25,10,22
"ENSG00000004904",32,18,23,27,42,34
"ENSG00000004905",22,17,36,35,6,19
"ENSG00000004906",0,0,2,0,0,1
"ENSG00000004907",0,0,0,1,0,1
"ENSG00000004908",7,24,8,7,8,11
"ENSG00000004909",1,0,0,1,0,2
"ENSG00000004910",0,0,0,0,1,1
"ENSG00000004911",0,0,0,0,0,0
"ENSG00000004912",0,1,0,1,0,1
"ENSG00000004913",116,336,208,385,59,204
"ENSG00000004914",0,0,0,1,1,0
"ENSG00000004915",25,37,34,50,15,32
"ENSG00000004916",0,2,1,0,3,0
"ENSG00000004917",387,775,671,639,185,448
"ENSG00000004918",101,106,93,143,95,120
"ENSG00000004919",2,1,1,1,1,1
"ENSG00000004920",0,1,0,1,1,1
"ENSG00000004921",13,12,22,35,4,18
"ENSG00000004922",0,3,0,0,1,0
"ENSG00000004923",30,74,37,45,29,40
"ENSG00000004924",0,0,0,0,0,0
"ENSG00000004925",1,1,0,0,1,0
"ENSG00000004926",1,0,0,1,1,1
"ENSG00000004927",9,4,0,3,7,3
"ENSG00000004928",0,0,0,0,0,0
"ENSG00000004929",0,0,1,0,0,0
"ENSG00000004930",4,8,4,13,1,4
"ENSG00000004931",0,0,1,1,2,0
"ENSG00000004932",0,1,2,0,0,0
"ENSG00000004933",7,14,21,21,6,7
"ENSG00000004934",30,33,66,50,69,51
"ENSG00000004935",0,1,1,0,0,1
"ENSG00000004936",34,66,46,33,45,22
"ENSG00000004937",194,134,49,98,35,152
"ENSG00000004938",122,98,115,171,107,202
"ENSG00000004939",1544,4726,3010,2336,779,2220
"ENSG00000004940",4,7,5,5,0,4
"ENSG00000004941",4,7,3,2,2,3
"ENSG00000004942",11,78,47,17,35,74
"ENSG00000004943",1,0,0,0,0,0
"ENSG00000004944",0,0,1,0,1,0
"ENSG00000004945",1,2,0,1,0,1
"ENSG00000004946",38,55,73,24,26,43
"ENSG00000004947",7,13,12,7,6,3
"ENSG00000004948",0,0,0,0,0,0
"ENSG00000004949",37,41,31,22,42,49
"ENSG00000004950",0,0,0,0,0,0
"ENSG00000004951",141,142,180,152,124,124
"ENSG00000004952",0,0,0,0,0,0
"ENSG00000004953",10,11,22,16,11,9
"ENSG00000004954",2,2,2,3,2,1
"ENSG00000004955",167,317,190,221,109,96
"ENSG00000004956",4,0,6,5,0,2
"ENSG00000004957",62,155,164,146,41,150
"ENSG00000004958",7,1,7,12,3,8
"ENSG00000004959",0,0,1,1,0,0
"ENSG00000004960",394,681,195,427,158,166
"ENSG00000004961",3,2,5,3,1,2
"ENSG00000004962",1266,1043,254,785,946,1053
"ENSG00000004963",78,173,79,121,147,27
"ENSG00000004964",2,0,0,0,0,0
"ENSG00000004965",0,1,0,0,0,0
"ENSG00000004966",9,25,22,16,3,1
"ENSG00000004967",0,1,2,0,1,0
"ENSG00000004968",1,0,1,0,0,0
"ENSG00000004969",312,248,80,373,309,303
"ENSG00000004970",3,14,12,2,8,1
"ENSG00000004971",16,8,4,3,10,8
"ENSG00000004972",1,0,1,0,0,0
"ENSG00000004973",73,58,126,238,53,172
"ENSG00000004974",0,0,1,0,1,0
"ENSG00000004975",0,2,0,0,0,2
"ENSG00000004976",2,0,2,0,0,0
"ENSG00000004977",190,318,69,184,181,268
"ENSG00000004978",0,0,0,0,0,0
"ENSG00000004979",16,36,52,33,22,36
"ENSG00000004980",25,18,33,24,31,16
"ENSG00000004981",1,1,0,1,2,1
"ENSG00000004982",34,20,38,47,34,27
"ENSG00000004983",9,6,3,18,5,5
"ENSG00000004984",0,2,0,0,0,1
"ENSG00000004985",2,14,2,5,7,8
"ENSG00000004986",0,0,0,1,2,0
"ENSG00000004987",0,0,0,0,0,0
"ENSG00000004988",0,0,0,0,1,0
"ENSG00000004989",1,0,0,0,1,0
"ENSG00000004990",0,0,0,1,0,1
"ENSG00000004991",1,1,0,0,0,1
"ENSG00000004992",63,41,28,67,36,34
"ENSG00000004993",14,13,16,18,5,18
"ENSG00000004994",0,1,0,1,1,0
"ENSG00000004995",0,1,0,0,1,2
"ENSG00000004996",8,8,3,3,2,3
"ENSG00000004997",0,0,0,3,0,0
"ENSG00000004998",16,25,13,10,15,6
"ENSG00000004999",1,1,0,1,0,0
"ENSG00000005000",64,26,17,28,25,27
"ENSG00000005001",3,22,5,1,10,10
"ENSG00000005002",2,1,0,0,0,1
"ENSG00000005003",2,0,1,0,0,0
"ENSG00000005004",175,452,510,234,291,487
"ENSG00000005005",1,0,0,0,0,1
"ENSG00000005006",41,38,18,49,31,16
"ENSG00000005007",76,58,148,31,61,48
"ENSG00000005008",26,28,44,21,35,82
"ENSG00000005009",0,0,1,1,2,1
"ENSG00000005010",16,5,13,19,16,4
"ENSG00000005011",7,5,4,5,10,6
"ENSG00000005012",73,176,288,268,103,195
"ENSG00000005013",148,77,63,145,71,128
"ENSG00000005014",13,22,18,33,27,15
"ENSG00000005015",1,2,0,0,0,1
"ENSG00000005016",69,32,17,39,28,12
"ENSG00000005017",0,6,0,8,3,2
"ENSG00000005018",3,2,1,2,5,2
"ENSG00000005019",700,1299,1570,794,558,1926
"ENSG00000005020",1,0,1,0,2,0
"ENSG00000005021",11,5,0,7,1,4
"ENSG00000005022",1,0,0,0,0,0
"ENSG00000005023",5,2,7,4,4,8
"ENSG00000005024",7,0,5,1,2,0
"ENSG00000005025",25,3,10,20,11,21
"ENSG00000005026",3,0,1,8,0,3
"ENSG00000005027",147,275,140,198,326,394
"ENSG00000005028",13,14,12,30,12,43
"ENSG00000005029",168,80,55,64,50,250
"ENSG00000005030",0,0,0,0,0,1
"ENSG00000005031",0,2,1,0,0,0
"ENSG00000005032",37,63,90,76,33,70
"ENSG00000005033",22,10,11,5,10,23
"ENSG00000005034",5,25,17,9,2,22
"ENSG00000005035",3,3,2,4,1,2
"ENSG00000005036",0,0,0,0,0,0
"ENSG00000005037",7,10,6,6,2,7
"ENSG00000005038",4,5,9,5,1,5
"ENSG00000005039",140,243,146,119,59,81
"ENSG00000005040",198,690,683,420,665,1309
"ENSG00000005041",245,122,340,190,238,355
"ENSG00000005042",56,99,43,74,53,64
"ENSG00000005043",22,17,8,9,12,4
"ENSG00000005044",55,89,83,44,66,49
"ENSG00000005045",1,2,3,3,5,9
"ENSG00000005046",0,0,0,0,0,0
"ENSG00000005047",1,1,1,0,2,0
"ENSG00000005048",1,0,0,0,0,1
"ENSG00000005049",0,2,0,0,2,0
"ENSG00000005050",1,1,1,0,0,0
"ENSG00000005051",1,0,1,0,0,0
"ENSG00000005052",1,0,2,0,0,0
"ENSG00000005053",30,22,18,35,23,15
"ENSG00000005054",1,1,0,0,1,0
"ENSG00000005055",0,1,0,0,0,2
"ENSG00000005056",2,1,0,1,0,0
"ENSG00000005057",1,0,0,1,0,1
"ENSG00000005058",0,0,0,0,0,3
"ENSG00000005059",3,4,4,7,1,5
"ENSG00000005060",50,17,65,41,38,37
"ENSG00000005061",1,0,1,1,0,0
"ENSG00000005062",5,30,20,20,16,10
"ENSG00000005063",0,1,2,1,0,0
"ENSG00000005064",0,0,0,0,1,0
"ENSG00000005065",703,2021,1384,702,1070,1539
"ENSG00000005066",21,17,10,5,13,10
"ENSG00000005067",0,0,1,2,0,0
"ENSG00000005068",2,0,0,0,2,2
"ENSG00000005069",19,5,10,23,15,16
"ENSG00000005070",11,5,19,11,3,6
"ENSG00000005071",18,31,32,25,30,23
"ENSG00000005072",0,0,0,0,0,0
"ENSG00000005073",21,20,39,26,12,35
"ENSG00000005074",50,85,44,105,99,56
"ENSG00000005075",4,13,8,7,1,1
"ENSG00000005076",1,0,0,2,0,1
"ENSG00000005077",1,0,0,0,0,1
"ENSG00000005078",102,141,137,188,67,79
"ENSG00000005079",10,35,42,35,79,77
"ENSG00000005080",18,80,105,170,28,38
"ENSG00000005081",50,188,188,35,119,148
"ENSG00000005082",171,60,54,56,28,33
"ENSG00000005083",6,9,16,13,9,19
"ENSG00000005084",0,1,0,2,1,0
"ENSG00000005085",69,47,127,44,32,105
"ENSG00000005086",12,3,9,5,7,2
"ENSG00000005087",0,0,0,0,2,0
"ENSG00000005088",9,10,4,21,29,15
"ENSG00000005089",0,0,0,0,0,2
"ENSG00000005090",1,1,0,1,2,1
"ENSG00000005091",78,168,88,83,42,59
"ENSG00000005092",0,0,2,0,1,0
"ENSG00000005093",582,1803,744,571,333,927
"ENSG00000005094",37,15,10,13,7,12
"ENSG00000005095",83,131,37,79,53,52
"ENSG00000005096",39,79,57,48,36,40
"ENSG00000005097",94,117,256,124,151,50
"ENSG00000005098",48,23,54,22,21,31
"ENSG00000005099",0,0,1,0,0,0
"ENSG00000005100",30,107,31,66,35,46
"ENSG00000005101",17,17,18,67,16,16
"ENSG00000005102",0,0,1,0,0,1
"ENSG00000005103",0,0,0,0,0,0
"ENSG00000005104",120,96,117,99,93,108
"ENSG00000005105",0,0,1,0,0,3
"ENSG00000005106",11,8,6,14,6,17
"ENSG00000005107",1,1,1,0,0,0
"ENSG00000005108",12,77,15,9,5,20
"ENSG00000005109",13,11,6,3,6,15
"ENSG00000005110",2,1,0,0,2,0
"ENSG00000005111",20,65,39,57,21,41
"ENSG00000005112",62,88,54,47,49,15
"ENSG00000005113",0,1,0,0,0,0
"ENSG00000005114",1,1,2,0,1,0
"ENSG00000005115",0,3,0,0,0,1
"ENSG00000005116",6,2,6,1,2,2
"ENSG00000005117",1,0,0,0,1,0
"ENSG00000005118",6,1,0,8,0,6
"ENSG00000005119",1,2,1,2,0,3
"ENSG00000005120",20,13,6,20,9,25
"ENSG00000005121",0,0,0,0,0,0
"ENSG00000005122",21,36,14,50,25,35
"ENSG00000005123",21,13,8,21,8,14
"ENSG00000005124",90,52,67,62,87,21
"ENSG00000005125",0,0,0,0,0,0
"ENSG00000005126",0,2,1,0,0,2
"ENSG00000005127",5,4,6,3,1,4
"ENSG00000005128",1,14,4,4,2,3
"ENSG00000005129",0,0,0,0,0,0
"ENSG00000005130",29,33,54,30,29,33
"ENSG00000005131",3,1,7,3,4,1
"ENSG00000005132",0,0,0,0,0,0
"ENSG00000005133",0,5,2,9,0,2
"ENSG00000005134",0,0,0,0,0,0
"ENSG00000005135",15,18,26,32,36,17
"ENSG00000005136",0,0,1,0,0,0
"ENSG00000005137",765,529,823,357,426,323
"ENSG00000005138",1,1,2,1,1,1
"ENSG00000005139",8,9,17,9,6,2
"ENSG00000005140",17,9,14,8,11,27
"ENSG00000005141",2,0,0,0,0,2
"ENSG00000005142",1,4,3,6,3,4
"ENSG00000005143",0,0,0,1,0,1
"ENSG00000005144",14,22,6,4,3,11
"ENSG00000005145",1,0,1,0,1,1
"ENSG00000005146",0,0,0,4,1,0
"ENSG00000005147",0,0,0,0,0,0
"ENSG00000005148",0,0,1,0,0,1
"ENSG00000005149",1,1,0,1,0,1
"ENSG00000005150",9,7,4,9,7,6
"ENSG00000005151",3,1,2,3,0,9
"ENSG00000005152",0,1,1,0,0,0
"ENSG00000005153",0,0,1,1,1,2
"ENSG00000005154",0,0,0,0,0,0
"ENSG00000005155",13,24,50,12,18,7
"ENSG00000005156",0,1,1,1,0,0
"ENSG00000005157",0,0,0,1,2,1
"ENSG00000005158",944,529,1012,361,479,226
"ENSG00000005159",89,8,49,106,57,32
"ENSG00000005160",0,0,0,0,0,1
"ENSG00000005161",148,592,540,100,381,257
"ENSG00000005162",7,2,2,9,9,7
"ENSG00000005163",0,0,0,0,0,0
"ENSG00000005164",112,120,95,213,193,291
"ENSG00000005165",0,0,0,1,0,0
"ENSG00000005166",2,0,1,2,0,0
"ENSG00000005167",1,1,1,0,1,0
"ENSG00000005168",4,8,12,8,5,9
"ENSG00000005169",0,0,1,0,0,0
"ENSG00000005170",25,8,16,12,10,8
"ENSG00000005171",137,44,95,68,99,85
"ENSG00000005172",0,0,0,0,0,0
"ENSG00000005173",461,279,171,421,170,290
"ENSG00000005174",87,93,153,190,84,94
"ENSG00000005175",0,0,0,0,0,0
"ENSG00000005176",0,0,0,0,0,0
"ENSG00000005177",10,6,15,6,5,17
"ENSG00000005178",0,0,0,0,0,0
"ENSG00000005179",7,29,6,17,7,10
"ENSG00000005180",0,1,0,1,0,0
"ENSG00000005181",19,11,28,22,18,6
"ENSG00000005182",2,0,0,0,0,1
"ENSG00000005183",0,0,0,0,0,0
"ENSG00000005184",1,0,0,0,0,0
"ENSG00000005185",25,11,20,4,17,36
"ENSG00000005186",4,9,1,7,5,6
"ENSG00000005187",105,143,96,207,13,220
"ENSG00000005188",0,0,0,0,0,0
"ENSG00000005189",1,2,2,1,0,1
"ENSG00000005190",1,0,1,0,0,1
"ENSG00000005191",88,143,171,99,214,77
"ENSG00000005192",27,62,38,46,70,23
"ENSG00000005193",145,548,414,622,363,239
"ENSG00000005194",143,180,109,230,100,124
"ENSG00000005195",2,3,6,6,4,4
"ENSG00000005196",0,0,0,0,0,0
"ENSG00000005197",2,3,0,0,1,0
"ENSG00000005198",102,388,234,109,83,107
"ENSG00000005199",152,227,38,195,65,212
"ENSG00000005200",40,33,27,10,19,8
"ENSG00000005201",0,0,0,0,0,0
"ENSG00000005202",26,15,9,9,9,16
"ENSG00000005203",203,356,386,199,115,150
"ENSG00000005204",0,0,0,0,0,0
"ENSG00000005205",6,8,0,3,2,2
"ENSG00000005206",2,1,1,0,0,0
"ENSG00000005207",7,11,8,12,3,5
"ENSG00000005208",0,0,0,0,0,0
"ENSG00000005209",1,3,6,1,4,4
"ENSG00000005210",422,305,743,622,687,1069
"ENSG00000005211",5,0,2,3,1,6
"ENSG00000005212",39,28,14,16,25,56
"ENSG00000005213",15,8,10,5,11,4
"ENSG00000005214",19,18,9,25,25,13
"ENSG00000005215",16,9,13,11,12,1
"ENSG00000005216",0,1,1,0,0,0
"ENSG00000005217",1,1,1,1,0,0
"ENSG00000005218",0,0,0,0,1,0
"ENSG00000005219",34,29,29,26,25,37
"ENSG00000005220",26,24,49,33,27,31
"ENSG00000005221",63,62,25,45,26,38
"ENSG00000005222",497,239,167,489,442,151
"ENSG00000005223",15,32,32,26,19,16
"ENSG00000005224",0,0,0,0,2,0
"ENSG00000005225",1,1,0,0,1,2
"ENSG00000005226",0,1,0,0,1,0
"ENSG00000005227",0,0,4,1,1,0
"ENSG00000005228",1244,908,1620,971,1542,1184
"ENSG00000005229",9,1,22,13,6,6
"ENSG00000005230",43,14,36,25,14,40
"ENSG00000005231",0,0,0,3,1,0
"ENSG00000005232",0,0,0,0,0,1
"ENSG00000005233",0,1,1,2,0,1
"ENSG00000005234",1,8,3,7,2,1
"ENSG00000005235",0,0,0,1,1,0
"ENSG00000005236",3,3,7,4,3,6
"ENSG00000005237",1,8,9,7,1,6
"ENSG00000005238",1,0,0,0,0,2
"ENSG00000005239",0,1,1,0,0,0
"ENSG00000005240",17,5,18,18,7,5
"ENSG00000005241",2,5,6,6,4,11
"ENSG00000005242",19,8,32,16,35,12
"ENSG00000005243",13,20,25,32,15,22
"ENSG00000005244",128,136,155,51,140,235
"ENSG00000005245",10,7,2,2,11,4
"ENSG00000005246",12,16,32,11,30,16
"ENSG00000005247",1496,1874,2904,3642,2066,2572
"ENSG00000005248",4,1,1,0,1,0
"ENSG00000005249",35,12,79,59,38,43
"ENSG00000005250",56,72,64,50,41,33
"ENSG00000005251",0,0,1,1,1,0
"ENSG00000005252",0,0,0,0,1,0
"ENSG00000005253",1,1,0,3,1,5
"ENSG00000005254",2,2,0,0,0,1
"ENSG00000005255",7,13,12,14,7,17
"ENSG00000005256",1,1,0,0,0,1
"ENSG00000005257",0,0,0,0,0,0
"ENSG00000005258",0,0,0,0,0,0
"ENSG00000005259",9,10,15,6,3,3
"ENSG00000005260",31,79,82,52,30,89
"ENSG00000005261",50,20,11,32,20,16
"ENSG00000005262",41,24,38,32,22,34
"ENSG00000005263",23,41,37,29,23,38
"ENSG00000005264",103,122,77,86,87,100
"ENSG00000005265",0,0,0,0,0,0
"ENSG00000005266",198,128,218,83,61,94
"ENSG00000005267",0,0,0,1,0,1
"ENSG00000005268",1,0,1,0,1,2
"ENSG00000005269",7,16,25,14,10,18
"ENSG00000005270",0,1,2,0,0,2
"ENSG00000005271",5,4,3,3,4,1
"ENSG00000005272",0,0,0,0,0,0
"ENSG00000005273",153,129,147,292,122,269
"ENSG00000005274",114,102,69,106,59,179
"ENSG00000005275",3,3,2,1,1,5
"ENSG00000005276",0,0,1,0,0,0
"ENSG00000005277",0,0,0,0,0,0
"ENSG00000005278",2,0,2,2,1,1
"ENSG00000005279",51,30,26,11,36,29
"ENSG00000005280",35,106,25,21,29,51
"ENSG00000005281",8,6,11,22,2,5
"ENSG00000005282",1,1,0,0,1,4
"ENSG00000005283",6,10,9,19,3,9
"ENSG00000005284",1,1,0,0,0,1
"ENSG00000005285",39,21,13,13,7,14
"ENSG00000005286",0,0,1,0,0,0
"ENSG00000005287",9,24,30,52,44,61
"ENSG00000005288",3,0,2,3,1,0
"ENSG00000005289",200,108,52,131,74,28
"ENSG00000005290",52,194,89,66,139,114
"ENSG00000005291",10,12,15,17,10,19
"ENSG00000005292",4,19,32,22,30,19
"ENSG00000005293",6,6,10,10,7,10
"ENSG00000005294",0,0,0,0,0,0
"ENSG00000005295",0,1,2,1,0,1
"ENSG00000005296",0,0,0,0,0,0
"ENSG00000005297",0,1,1,1,1,0
"ENSG00000005298",1,0,1,0,0,0
"ENSG00000005299",0,0,0,0,0,0
"ENSG00000005300",0,4,4,1,0,1
"ENSG00000005301",15,14,31,18,17,25
"ENSG00000005302",20,9,8,13,12,8
"ENSG00000005303",0,1,0,0,0,0
"ENSG00000005304",19,15,18,7,17,7
"ENSG00000005305",0,0,0,0,0,0
"ENSG00000005306",1494,818,1351,266,705,1457
"ENSG00000005307",0,0,0,0,0,0
"ENSG00000005308",106,223,70,212,111,265
"ENSG00000005309",0,3,0,1,1,0
"ENSG00000005310",18,11,7,12,3,10
"ENSG00000005311",0,0,0,0,0,0
"ENSG00000005312",2,2,3,4,4,1
"ENSG00000005313",2,3,1,2,5,4
"ENSG00000005314",303,178,392,386,158,289
"ENSG00000005315",0,0,0,0,0,0
"ENSG00000005316",89,123,77,90,110,40
"ENSG00000005317",64,19,16,24,21,24
"ENSG00000005318",0,0,0,0,3,1
"ENSG00000005319",72,155,79,41,45,51
"ENSG00000005320",6,11,10,3,7,2
"ENSG00000005321",0,1,2,1,2,0
"ENSG00000005322",222,125,83,56,69,98
"ENSG00000005323",0,1,0,1,0,0
"ENSG00000005324",4,2,0,0,0,5
"ENSG00000005325",1,1,3,2,2,2
"ENSG00000005326",0,1,1,0,0,0
"ENSG00000005327",19,24,45,22,10,21
"ENSG00000005328",0,0,2,1,0,0
"ENSG00000005329",3124,2730,1684,1613,2449,584
"ENSG00000005330",0,1,0,0,3,0
"ENSG00000005331",15,20,13,14,33,16
"ENSG00000005332",7,11,9,7,1,10
"ENSG00000005333",1,0,1,0,0,0
"ENSG00000005334",3,10,4,6,4,10
"ENSG00000005335",2,1,3,7,6,5
"ENSG00000005336",27,18,12,17,32,30
"ENSG00000005337",0,0,0,0,0,0
"ENSG00000005338",4,5,1,3,4,0
"ENSG00000005339",203,214,129,84,198,88
"ENSG00000005340",27,30,28,11,37,27
"ENSG00000005341",78,44,69,82,73,39
"ENSG00000005342",5,3,5,6,1,10
"ENSG00000005343",0,1,0,0,0,0
"ENSG00000005344",10,14,14,11,13,9
"ENSG00000005345",53,51,27,99,44,83
"ENSG00000005346",23,32,20,23,9,26
"ENSG00000005347",0,1,0,1,0,0
"ENSG00000005348",3,6,5,5,6,10
"ENSG00000005349",282,415,173,375,273,174
"ENSG00000005350",11,5,9,3,7,11
"ENSG00000005351",2,0,0,0,1,0
"ENSG00000005352",11,15,18,17,26,36
"ENSG00000005353",25,69,38,21,38,29
"ENSG00000005354",1,1,1,1,0,2
"ENSG00000005355",28,135,51,53,95,114
"ENSG00000005356",18,25,13,24,14,21
"ENSG00000005357",69,90,93,63,54,49
"ENSG00000005358",82,91,68,102,76,62
"ENSG00000005359",3,4,3,3,2,7
"ENSG00000005360",128,144,47,64,32,122
"ENSG00000005361",2,1,0,1,0,0
"ENSG00000005362",21,19,26,37,36,14
"ENSG00000005363",112,109,82,254,50,122
"ENSG00000005364",0,1,1,1,0,2
"ENSG00000005365",7,4,2,5,7,4
"ENSG00000005366",26,8,17,2,9,8
"ENSG00000005367",0,1,1,0,0,0
"ENSG00000005368",3,30,18,23,7,16
"ENSG00000005369",130,270,306,256,115,526
"ENSG00000005370",4,0,3,3,1,1
"ENSG00000005371",4,3,2,6,6,3
"ENSG00000005372",0,0,0,0,0,0
"ENSG00000005373",14,9,5,13,17,16
"ENSG00000005374",26,38,26,37,12,30
"ENSG00000005375",56,15,37,35,26,21
"ENSG00000005376",7,17,6,27,6,19
"ENSG00000005377",1005,3045,3700,2564,1872,2726
"ENSG00000005378",5,18,16,9,8,22
"ENSG00000005379",5,1,0,1,0,1
"ENSG00000005380",1,2,1,0,0,1
"ENSG00000005381",6,7,19,13,6,6
"ENSG00000005382",10,2,9,14,3,4
"ENSG00000005383",125,238,285,96,149,180
"ENSG00000005384",14,14,33,6,16,14
"ENSG00000005385",10,24,30,25,24,23
"ENSG00000005386",2,0,0,0,0,3
"ENSG00000005387",0,0,1,1,0,0
"ENSG00000005388",0,1,1,0,0,0
"ENSG00000005389",0,1,2,1,0,2
"ENSG00000005390",1,2,1,1,3,5
"ENSG00000005391",5,3,0,2,6,3
"ENSG00000005392",0,1,0,0,0,0
"ENSG00000005393",40,176,60,69,54,72
"ENSG00000005394",84,128,77,29,27,46
"ENSG00000005395",336,443,216,492,309,137
"ENSG00000005396",11,2,10,7,10,5
"ENSG00000005397",226,235,367,227,236,262
"ENSG00000005398",12,8,7,10,10,17
"ENSG00000005399",277,72,333,261,112,131
"ENSG00000005400",0,0,1,2,4,1
"ENSG00000005401",17,17,8,8,3,12
"ENSG00000005402",85,241,143,107,144,124
"ENSG00000005403",0,0,0,0,1,0
"ENSG00000005404",30,36,11,23,19,15
"ENSG00000005405",16,4,6,19,6,2
"ENSG00000005406",1,2,0,0,0,0
"ENSG00000005407",14,8,8,21,4,11
"ENSG00000005408",19,19,40,12,10,12
"ENSG00000005409",34,28,32,25,16,24
"ENSG00000005410",105,103,145,265,104,200
"ENSG00000005411",8,1,5,0,3,3
"ENSG00000005412",2,0,1,0,0,0
"ENSG00000005413",67,44,96,168,22,48
"ENSG00000005414",2,2,0,2,1,1
"ENSG00000005415",246,218,261,256,203,25
"ENSG00000005416",2,0,1,1,0,0
"ENSG00000005417",2,4,7,4,3,3
"ENSG00000005418",37,42,15,64,26,16
"ENSG00000005419",4524,2408,2020,1812,277,1494
"ENSG00000005420",4,10,10,8,3,3
"ENSG00000005421",3,0,1,2,4,3
"ENSG00000005422",0,0,0,0,0,0
"ENSG00000005423",153,165,135,184,78,103
"ENSG00000005424",22,7,13,13,8,7
"ENSG00000005425",36,90,137,31,61,50
"ENSG00000005426",115,188,299,113,116,123
"ENSG00000005427",0,2,0,0,2,0
"ENSG00000005428",51,33,43,63,48,83
"ENSG00000005429",6,9,6,8,3,3
"ENSG00000005430",25,20,16,28,7,22
"ENSG00000005431",0,0,0,0,1,1
"ENSG00000005432",23,65,9,29,42,24
"ENSG00000005433",63,25,119,111,19,120
"ENSG00000005434",2,0,0,0,2,2
"ENSG00000005435",1,0,0,1,0,0
"ENSG00000005436",10,4,7,15,16,20
"ENSG00000005437",22,25,5,19,10,14
"ENSG00000005438",39,19,67,34,38,40
"ENSG00000005439",1,1,0,0,0,0
"ENSG00000005440",285,312,334,119,335,196
"ENSG00000005441",2924,2048,1623,4245,1105,2708
"ENSG00000005442",6,6,4,7,7,10
"ENSG00000005443",61,127,69,53,64,100
"ENSG00000005444",1251,1543,1359,530,1114,319
"ENSG00000005445",0,0,0,0,0,0
"ENSG00000005446",0,0,0,0,0,0
"ENSG00000005447",1408,3243,1690,1330,1805,1503
"ENSG00000005448",3,5,1,2,3,2
"ENSG00000005449",1,2,1,0,0,0
"ENSG00000005450",38,92,45,51,25,94
"ENSG00000005451",3,12,7,2,5,5
"ENSG00000005452",14,73,30,32,39,31
"ENSG00000005453",0,0,0,0,1,0
"ENSG00000005454",87,133,181,95,64,129
"ENSG00000005455",1,0,0,1,1,1
"ENSG00000005456",0,0,0,0,0,0
"ENSG00000005457",77,81,120,85,60,150
"ENSG00000005458",281,240,126,108,245,146
"ENSG00000005459",23,25,15,15,15,48
"ENSG00000005460",8,7,9,6,4,2
"ENSG00000005461",3,7,6,10,8,15
"ENSG00000005462",0,1,0,0,2,1
"ENSG00000005463",2,0,0,1,1,0
"ENSG00000005464",182,186,165,300,169,426
"ENSG00000005465",0,0,0,0,0,0
"ENSG00000005466",57,113,45,42,60,57
"ENSG00000005467",4,7,18,15,10,11
"ENSG00000005468",0,2,4,1,1,0
"ENSG00000005469",6,24,15,19,14,1
"ENSG00000005470",2,0,0,0,0,0
"ENSG00000005471",0,0,3,0,0,1
"ENSG00000005472",2306,2170,1801,2307,1737,1957
"ENSG00000005473",1215,863,310,614,1346,268
"ENSG00000005474",0,0,0,0,1,0
"ENSG00000005475",0,0,2,1,1,1
"ENSG00000005476",40,129,107,56,84,159
"ENSG00000005477",1,0,1,0,1,1
"ENSG00000005478",39,26,37,33,19,40
"ENSG00000005479",0,0,0,0,0,0
"ENSG00000005480",0,12,3,7,2,3
"ENSG00000005481",5,2,1,2,6,4
"ENSG00000005482",5,1,0,2,1,4
"ENSG00000005483",247,326,279,570,415,244
"ENSG00000005484",0,0,0,0,0,0
"ENSG00000005485",28,36,29,11,34,58
"ENSG00000005486",1,0,0,1,0,0
"ENSG00000005487",82,96,80,227,69,76
"ENSG00000005488",87,189,126,89,143,152
"ENSG00000005489",0,0,0,1,0,0
"ENSG00000005490",0,1,1,0,1,1
"ENSG00000005491",2,5,0,1,0,2
"ENSG00000005492",0,0,0,0,0,0
"ENSG00000005493",0,1,0,0,0,2
"ENSG00000005494",1,1,1,0,0,0
"ENSG00000005495",105,66,38,89,96,120
"ENSG00000005496",125,52,75,73,73,187
"ENSG00000005497",103,183,95,173,95,75
"ENSG00000005498",0,2,0,0,0,2
"ENSG00000005499",0,0,2,0,1,1
"ENSG00000005500",6,2,3,2,3,4
"ENSG00000005501",0,0,3,5,1,0
"ENSG00000005502",1,3,1,3,2,7
"ENSG00000005503",2,2,2,0,1,0
"ENSG00000005504",0,1,1,1,1,0
"ENSG00000005505",0,0,0,0,0,0
"ENSG00000005506",98,81,40,26,8,38
"ENSG00000005507",0,3,1,0,0,1
"ENSG00000005508",21,20,8,20,10,8
"ENSG00000005509",9,16,4,11,7,25
"ENSG00000005510",78,148,113,116,57,65
"ENSG00000005511",26,13,21,21,15,14
"ENSG00000005512",3,0,1,3,1,8
"ENSG00000005513",3,2,2,1,0,2
"ENSG00000005514",22,15,46,12,11,27
"ENSG00000005515",1,0,2,0,0,0
"ENSG00000005516",1,1,0,0,0,0
"ENSG00000005517",65,29,44,54,46,53
"ENSG00000005518",383,571,397,356,199,348
"ENSG00000005519",35,28,56,88,55,58
